Player,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Tm,Home,Win,season,date
Nikola Mirotić,1,9,.111,0,5,.000,2,2,1.000,1,3,4,0,1,0,1,2,4,-6,CHI,0,1,2017,20170416
Bobby Portis,8,10,.800,3,4,.750,0,0,0,1,8,9,3,0,2,0,2,19,+12,CHI,0,1,2017,20170416
Paul Zipser,1,4,.250,0,2,.000,4,4,1.000,0,2,2,0,1,1,2,1,6,+6,CHI,0,1,2017,20170416
Jerian Grant,2,9,.222,1,4,.250,1,1,1.000,0,2,2,4,1,0,2,1,6,+11,CHI,0,1,2017,20170416
Cristiano Felício,2,3,.667,0,0,0,0,0,0,2,2,4,0,2,0,2,1,4,+11,CHI,0,1,2017,20170416
Al Horford,8,13,.615,1,2,.500,2,2,1.000,2,5,7,8,0,0,2,2,19,+3,BOS,1,0,2017,20170416
Isaiah Thomas,10,18,.556,3,7,.429,10,12,.833,0,6,6,6,1,0,6,3,33,+12,BOS,1,0,2017,20170416
Avery Bradley,5,13,.385,4,10,.400,0,0,0,1,1,2,2,3,0,4,1,14,+6,BOS,1,0,2017,20170416
Jae Crowder,4,12,.333,1,5,.200,0,0,0,2,6,8,0,1,0,0,5,9,-10,BOS,1,0,2017,20170416
Amir Johnson,2,8,.250,0,1,.000,1,3,.333,3,1,4,0,1,1,1,3,5,-2,BOS,1,0,2017,20170416
Marcus Smart,3,9,.333,3,7,.429,0,0,0,0,2,2,6,1,0,2,2,9,-13,BOS,1,0,2017,20170416
Kelly Olynyk,3,8,.375,1,4,.250,0,0,0,3,1,4,3,2,3,0,1,7,-9,BOS,1,0,2017,20170416
Jaylen Brown,2,2,1.000,1,1,1.000,0,0,0,0,1,1,0,0,0,0,0,5,-9,BOS,1,0,2017,20170416
Gerald Green,0,2,.000,0,1,.000,1,2,.500,0,0,0,1,0,0,0,1,1,-4,BOS,1,0,2017,20170416
Jonas Jerebko,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,+5,BOS,1,0,2017,20170416
Tyler Zeller,0,1,.000,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,+1,BOS,1,0,2017,20170416
Russell Westbrook,17,43,.395,2,11,.182,15,18,.833,2,8,10,13,4,1,4,3,51,+11,OKC,0,0,2017,20170419
Victor Oladipo,4,14,.286,1,7,.143,2,2,1.000,1,8,9,3,1,0,2,3,11,0,OKC,0,0,2017,20170419
Andre Roberson,6,12,.500,0,3,.000,0,0,0,7,1,8,0,2,3,0,1,12,-2,OKC,0,0,2017,20170419
Steven Adams,2,3,.667,0,0,0,1,2,.500,3,4,7,1,1,2,0,6,5,+18,OKC,0,0,2017,20170419
Taj Gibson,3,6,.500,0,0,0,2,2,1.000,1,4,5,0,0,0,0,3,8,+17,OKC,0,0,2017,20170419
Jerami Grant,2,4,.500,1,2,.500,4,4,1.000,2,3,5,0,1,2,1,1,9,-20,OKC,0,0,2017,20170419
Doug McDermott,4,5,.800,3,4,.750,0,0,0,0,1,1,0,0,0,0,0,11,-7,OKC,0,0,2017,20170419
Kyle Singler,0,1,.000,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,-4,OKC,0,0,2017,20170419
Enes Freedom,2,4,.500,0,0,0,0,0,0,1,0,1,0,0,2,0,2,4,-9,OKC,0,0,2017,20170419
Semaj Christon,0,3,.000,0,2,.000,0,0,0,0,1,1,3,0,0,0,0,0,-15,OKC,0,0,2017,20170419
Álex Abrines,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,-4,OKC,0,0,2017,20170419
Domantas Sabonis,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,-5,OKC,0,0,2017,20170419
Trevor Ariza,2,5,.400,0,1,.000,0,0,0,0,4,4,1,1,1,1,2,4,+6,HOU,1,1,2017,20170419
James Harden,7,17,.412,3,7,.429,18,20,.900,0,4,4,8,1,0,7,5,35,+2,HOU,1,1,2017,20170419
Patrick Beverley,6,9,.667,2,4,.500,1,2,.500,1,5,6,4,1,0,2,5,15,-7,HOU,1,1,2017,20170419
Ryan Anderson,1,8,.125,0,7,.000,2,2,1.000,0,3,3,0,0,1,0,3,4,-18,HOU,1,1,2017,20170419
Clint Capela,3,8,.375,0,0,0,1,3,.333,3,7,10,1,0,4,0,2,7,-4,HOU,1,1,2017,20170419
Eric Gordon,8,14,.571,3,6,.500,3,4,.750,0,4,4,2,0,1,2,2,22,+15,HOU,1,1,2017,20170419
Nenê,3,3,1.000,0,0,0,1,4,.250,0,5,5,2,1,1,1,2,7,+8,HOU,1,1,2017,20170419
Lou Williams,8,14,.571,3,4,.750,2,2,1.000,1,0,1,2,1,0,0,0,21,+18,HOU,1,1,2017,20170419
Jae Crowder,6,12,.500,4,7,.571,2,2,1.000,1,7,8,4,0,0,2,3,18,-16,BOS,0,0,2017,20170523
Marcus Smart,1,9,.111,1,5,.200,5,5,1.000,1,0,1,6,2,0,3,1,8,-1,BOS,0,0,2017,20170523
Avery Bradley,7,19,.368,1,7,.143,4,4,1.000,0,5,5,3,1,0,2,4,19,-13,BOS,0,0,2017,20170523
Al Horford,7,11,.636,1,3,.333,1,2,.500,0,3,3,7,1,0,2,2,16,-9,BOS,0,0,2017,20170523
Kelly Olynyk,7,14,.500,0,2,.000,1,1,1.000,2,3,5,3,1,2,2,3,15,-2,BOS,0,0,2017,20170523
Jonas Jerebko,2,4,.500,1,3,.333,4,4,1.000,1,4,5,0,1,0,0,1,9,-9,BOS,0,0,2017,20170523
Jaylen Brown,3,5,.600,1,1,1.000,2,2,1.000,0,0,0,0,0,0,1,1,9,-4,BOS,0,0,2017,20170523
Terry Rozier,2,5,.400,1,3,.333,0,0,0,2,0,2,3,1,0,0,0,5,-6,BOS,0,0,2017,20170523
Tyler Zeller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,BOS,0,0,2017,20170523
Kevin Love,6,13,.462,3,5,.600,2,2,1.000,2,15,17,5,1,2,1,3,17,+7,CLE,1,1,2017,20170523
Kyrie Irving,15,22,.682,4,7,.571,8,9,.889,0,3,3,4,0,0,3,2,42,+9,CLE,1,1,2017,20170523
LeBron James,15,27,.556,1,6,.167,3,4,.750,0,5,5,6,1,1,5,4,34,+7,CLE,1,1,2017,20170523
Tristan Thompson,3,4,.750,0,0,0,1,2,.500,1,6,7,0,0,1,1,2,7,+14,CLE,1,1,2017,20170523
J.R. Smith,2,4,.500,1,2,.500,0,0,0,1,0,1,3,2,0,0,2,5,+3,CLE,1,1,2017,20170523
Kyle Korver,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,1,0,+12,CLE,1,1,2017,20170523
Deron Williams,1,2,.500,0,1,.000,0,0,0,0,1,1,1,1,0,2,0,2,+10,CLE,1,1,2017,20170523
Iman Shumpert,2,2,1.000,1,1,1.000,0,0,0,0,0,0,0,0,0,1,1,5,-3,CLE,1,1,2017,20170523
Richard Jefferson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,+6,CLE,1,1,2017,20170523
Avery Bradley,5,10,.500,4,6,.667,1,2,.500,1,6,7,7,2,0,1,0,15,+22,BOS,0,1,2017,20170421
Jae Crowder,6,15,.400,2,7,.286,2,2,1.000,1,5,6,3,1,0,1,1,16,+23,BOS,0,1,2017,20170421
Al Horford,8,14,.571,2,3,.667,0,0,0,3,5,8,6,4,1,2,0,18,+11,BOS,0,1,2017,20170421
Isaiah Thomas,7,18,.389,2,7,.286,0,0,0,0,2,2,9,1,0,2,1,16,+2,BOS,0,1,2017,20170421
Gerald Green,3,8,.375,2,3,.667,0,0,0,0,1,1,0,0,0,0,3,8,+5,BOS,0,1,2017,20170421
Marcus Smart,2,5,.400,1,3,.333,2,3,.667,2,4,6,5,1,1,2,1,7,+5,BOS,0,1,2017,20170421
Terry Rozier,4,6,.667,3,5,.600,0,0,0,0,3,3,0,1,0,0,2,11,+19,BOS,0,1,2017,20170421
Kelly Olynyk,2,5,.400,1,2,.500,0,0,0,0,1,1,2,1,0,3,2,5,-1,BOS,0,1,2017,20170421
Jonas Jerebko,3,3,1.000,0,0,0,0,0,0,0,3,3,0,0,0,1,0,6,-4,BOS,0,1,2017,20170421
Amir Johnson,1,1,1.000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,+3,BOS,0,1,2017,20170421
Jaylen Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,0,1,2017,20170421
James Young,0,1,.000,0,1,.000,0,0,0,0,0,0,1,0,0,0,1,0,0,BOS,0,1,2017,20170421
Jimmy Butler,7,21,0.333,0,4,0.0,0,0,0.0,2,5,7,0,1,1,1,2,14,-27.0,CHI,1,0,2017,20170421
Dwyane Wade,6,18,0.333,0,1,0.0,6,6,1.0,0,1,1,3,1,2,1,0,18,-12.0,CHI,1,0,2017,20170421
Nikola Mirotić,3,7,0.429,2,4,0.5,3,3,1.0,0,6,6,3,1,1,1,4,11,-17.0,CHI,1,0,2017,20170421
Robin Lopez,5,7,0.714,0,0,0.0,2,2,1.0,4,2,6,0,0,1,0,0,12,-11.0,CHI,1,0,2017,20170421
Jerian Grant,2,5,0.4,0,2,0.0,2,2,1.0,0,1,1,0,1,0,4,2,6,-15.0,CHI,1,0,2017,20170421
Paul Zipser,3,7,0.429,2,5,0.4,2,2,1.0,1,5,6,1,0,0,2,0,10,-6.0,CHI,1,0,2017,20170421
Michael Carter-Williams,1,5,0.2,0,0,0.0,0,0,0.0,1,3,4,3,1,1,3,3,2,-3.0,CHI,1,0,2017,20170421
Cristiano Felício,1,4,0.25,0,0,0.0,0,0,0.0,5,6,11,0,0,2,1,3,2,-9.0,CHI,1,0,2017,20170421
Bobby Portis,1,4,0.25,0,2,0.0,0,0,0.0,1,3,4,1,2,0,2,1,2,3.0,CHI,1,0,2017,20170421
Anthony Morrow,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,3.0,CHI,1,0,2017,20170421
Cameron Payne,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,0,0,0,1,0,3,3.0,CHI,1,0,2017,20170421
Denzel Valentine,1,1,1.0,1,1,1.0,0,0,0.0,0,4,4,1,0,0,1,0,3,3.0,CHI,1,0,2017,20170421
Joffrey Lauvergne,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,2,0,0,0,0,0,3.0,CHI,1,0,2017,20170421
DeAndre Jordan,5,7,.714,0,0,0,7,14,.500,4,9,13,1,0,1,4,5,17,-6,LAC,0,1,2017,20170421
Luc Mbah a Moute,6,9,.667,1,2,.500,2,4,.500,3,3,6,1,1,1,0,3,15,+2,LAC,0,1,2017,20170421
Chris Paul,12,22,.545,2,5,.400,8,8,1.000,1,5,6,10,2,0,2,3,34,+7,LAC,0,1,2017,20170421
J.J. Redick,2,5,.400,1,3,.333,3,4,.750,0,3,3,0,0,0,1,4,8,+3,LAC,0,1,2017,20170421
Blake Griffin,5,9,.556,1,1,1.000,0,0,0,1,5,6,2,1,0,0,0,11,+6,LAC,0,1,2017,20170421
Jamal Crawford,4,10,.400,0,2,.000,1,1,1.000,0,0,0,1,2,0,1,0,9,+8,LAC,0,1,2017,20170421
Paul Pierce,0,1,.000,0,1,.000,0,0,0,0,3,3,0,1,0,0,1,0,-4,LAC,0,1,2017,20170421
Marreese Speights,3,6,.500,1,4,.250,1,2,.500,0,3,3,0,1,1,0,2,8,+12,LAC,0,1,2017,20170421
Raymond Felton,4,6,.667,1,1,1.000,0,0,0,0,0,0,1,0,0,0,1,9,0,LAC,0,1,2017,20170421
Wesley Johnson,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-3,LAC,0,1,2017,20170421
Gordon Hayward,13,21,.619,4,8,.500,10,11,.909,0,9,9,4,0,2,5,4,40,-5,UTA,1,0,2017,20170421
Derrick Favors,1,3,.333,0,0,0,0,2,.000,1,5,6,2,1,0,1,5,2,-17,UTA,1,0,2017,20170421
George Hill,9,15,.600,4,6,.667,4,6,.667,1,2,3,3,1,0,0,5,26,-3,UTA,1,0,2017,20170421
Joe Ingles,3,8,.375,3,8,.375,0,1,.000,0,3,3,5,1,0,1,4,9,-5,UTA,1,0,2017,20170421
Boris Diaw,0,1,.000,0,1,.000,3,4,.750,0,1,1,1,2,0,3,2,3,+3,UTA,1,0,2017,20170421
Joe Johnson,6,13,.462,1,6,.167,2,2,1.000,1,1,2,1,0,0,1,5,15,+3,UTA,1,0,2017,20170421
Rodney Hood,2,4,.500,1,3,.333,1,3,.333,0,0,0,0,0,0,0,1,6,0,UTA,1,0,2017,20170421
Shelvin Mack,0,2,.000,0,1,.000,0,0,0,0,3,3,0,0,0,0,0,0,-4,UTA,1,0,2017,20170421
Raul Neto,2,2,1.000,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,5,+3,UTA,1,0,2017,20170421
Ryan Anderson,7,9,0.778,4,5,0.8,0,0,0.0,4,4,8,1,0,0,0,0,18,-26.0,HOU,0,0,2017,20170503
James Harden,3,17,0.176,2,9,0.222,5,6,0.833,1,6,7,10,2,0,4,4,13,-13.0,HOU,0,0,2017,20170503
Trevor Ariza,1,5,0.2,0,4,0.0,0,0,0.0,0,5,5,1,1,0,0,4,2,-14.0,HOU,0,0,2017,20170503
Patrick Beverley,5,13,0.385,1,5,0.2,1,1,1.0,1,1,2,3,1,0,2,4,12,-23.0,HOU,0,0,2017,20170503
Clint Capela,6,8,0.75,0,0,0.0,2,2,1.0,1,2,3,2,1,2,0,1,14,-15.0,HOU,0,0,2017,20170503
Eric Gordon,6,12,0.5,3,7,0.429,0,0,0.0,0,3,3,2,1,1,2,0,15,-25.0,HOU,0,0,2017,20170503
Lou Williams,2,7,0.286,0,1,0.0,0,0,0.0,0,0,0,0,0,0,2,1,4,-11.0,HOU,0,0,2017,20170503
Nenê,4,6,0.667,0,0,0.0,2,4,0.5,1,0,1,1,1,0,1,2,10,-3.0,HOU,0,0,2017,20170503
Bobby Brown,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,5,1.0,HOU,0,0,2017,20170503
Montrezl Harrell,1,1,1.0,0,0,0.0,1,2,0.5,1,0,1,1,0,0,0,1,3,1.0,HOU,0,0,2017,20170503
Sam Dekker,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,HOU,0,0,2017,20170503
Isaiah Taylor,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,1.0,HOU,0,0,2017,20170503
Troy Williams,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,1.0,HOU,0,0,2017,20170503
Kawhi Leonard,13,16,0.813,3,4,0.75,5,5,1.0,1,6,7,8,3,1,2,0,34,24.0,SAS,1,1,2017,20170503
Danny Green,5,7,0.714,2,4,0.5,0,0,0.0,0,3,3,3,0,0,2,1,12,22.0,SAS,1,1,2017,20170503
LaMarcus Aldridge,6,15,0.4,0,1,0.0,3,4,0.75,2,7,9,0,0,2,1,4,15,14.0,SAS,1,1,2017,20170503
Pau Gasol,3,11,0.273,0,3,0.0,0,0,0.0,6,7,13,3,1,4,0,2,6,14.0,SAS,1,1,2017,20170503
Tony Parker,8,13,0.615,2,2,1.0,0,0,0.0,1,2,3,4,1,0,0,1,18,18.0,SAS,1,1,2017,20170503
Patty Mills,3,5,0.6,1,3,0.333,0,0,0.0,0,3,3,2,0,0,2,2,7,3.0,SAS,1,1,2017,20170503
Jonathon Simmons,5,9,0.556,1,3,0.333,3,3,1.0,0,0,0,2,0,0,0,1,14,15.0,SAS,1,1,2017,20170503
Manu Ginóbili,2,7,0.286,0,3,0.0,2,2,1.0,3,2,5,3,0,0,0,2,6,16.0,SAS,1,1,2017,20170503
David Lee,2,3,0.667,0,0,0.0,0,0,0.0,2,0,2,2,0,0,0,1,4,7.0,SAS,1,1,2017,20170503
Kyle Anderson,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-5.0,SAS,1,1,2017,20170503
Dewayne Dedmon,1,1,1.0,0,0,0.0,3,4,0.75,1,1,2,0,0,0,0,1,5,-1.0,SAS,1,1,2017,20170503
Dāvis Bertāns,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.0,SAS,1,1,2017,20170503
Dejounte Murray,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.0,SAS,1,1,2017,20170503
Giannis Antetokounmpo,12,18,.667,0,0,0,6,9,.667,0,8,8,3,3,3,2,5,30,-24,MIL,0,0,2017,20170424
Tony Snell,3,5,.600,3,4,.750,0,0,0,0,0,0,2,0,0,0,2,9,-18,MIL,0,0,2017,20170424
Khris Middleton,3,8,.375,0,2,.000,2,2,1.000,0,3,3,6,5,0,1,3,8,-10,MIL,0,0,2017,20170424
Malcolm Brogdon,7,11,.636,5,7,.714,0,0,0,0,2,2,3,1,0,2,5,19,-8,MIL,0,0,2017,20170424
Thon Maker,2,7,.286,0,3,.000,2,4,.500,1,4,5,2,1,1,2,3,6,-10,MIL,0,0,2017,20170424
Greg Monroe,4,6,.667,0,0,0,3,4,.750,0,2,2,2,1,0,4,2,11,-13,MIL,0,0,2017,20170424
Matthew Dellavedova,1,4,.250,1,3,.333,1,2,.500,0,1,1,2,0,0,1,1,4,-21,MIL,0,0,2017,20170424
Mirza Teletović,1,2,.500,1,2,.500,0,0,0,0,1,1,0,1,0,1,0,3,-10,MIL,0,0,2017,20170424
Michael Beasley,0,2,.000,0,0,0,0,4,.000,0,0,0,0,1,0,0,0,0,-1,MIL,0,0,2017,20170424
Jason Terry,0,1,.000,0,1,.000,0,0,0,0,0,0,2,0,0,1,2,0,-6,MIL,0,0,2017,20170424
John Henson,1,2,.500,0,0,0,1,1,1.000,0,0,0,0,0,0,1,0,3,-2,MIL,0,0,2017,20170424
Rashad Vaughn,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,MIL,0,0,2017,20170424
Kyle Lowry,4,9,0.444,2,4,0.5,6,6,1.0,0,3,3,10,2,0,2,4,16,29.0,TOR,1,1,2017,20170424
Norman Powell,8,11,0.727,4,4,1.0,5,5,1.0,0,4,4,4,3,1,4,3,25,23.0,TOR,1,1,2017,20170424
DeMar DeRozan,7,14,0.5,1,3,0.333,3,4,0.75,1,2,3,6,1,0,4,3,18,18.0,TOR,1,1,2017,20170424
Serge Ibaka,8,10,0.8,1,3,0.333,2,2,1.0,0,6,6,3,1,3,2,4,19,8.0,TOR,1,1,2017,20170424
DeMarre Carroll,4,6,0.667,1,3,0.333,3,3,1.0,2,4,6,0,2,0,1,2,12,11.0,TOR,1,1,2017,20170424
P.J. Tucker,0,3,0.0,0,2,0.0,2,2,1.0,1,5,6,2,0,0,1,1,2,12.0,TOR,1,1,2017,20170424
Jonas Valančiūnas,3,5,0.6,0,0,0.0,2,3,0.667,0,7,7,1,0,2,1,3,8,15.0,TOR,1,1,2017,20170424
Cory Joseph,4,8,0.5,1,4,0.25,1,1,1.0,1,2,3,1,1,0,1,2,10,1.0,TOR,1,1,2017,20170424
Patrick Patterson,2,4,0.5,1,3,0.333,0,0,0.0,0,0,0,0,0,0,0,0,5,0.0,TOR,1,1,2017,20170424
Delon Wright,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,2.0,TOR,1,1,2017,20170424
Fred VanVleet,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,2.0,TOR,1,1,2017,20170424
Lucas Nogueira,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,2.0,TOR,1,1,2017,20170424
Jakob Poeltl,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2.0,TOR,1,1,2017,20170424
LeBron James,9,20,.450,2,6,.333,8,12,.667,3,12,15,8,0,2,8,4,28,-22,CLE,0,0,2017,20170601
Kyrie Irving,10,22,.455,3,4,.750,1,1,1.000,3,0,3,2,0,1,4,3,24,-17,CLE,0,0,2017,20170601
Kevin Love,4,13,.308,3,6,.500,4,4,1.000,5,16,21,1,0,3,1,4,15,-11,CLE,0,0,2017,20170601
J.R. Smith,1,4,.250,1,2,.500,0,0,0,0,0,0,0,0,0,2,1,3,-12,CLE,0,0,2017,20170601
Tristan Thompson,0,3,.000,0,0,0,0,0,0,3,1,4,2,0,0,1,2,0,-13,CLE,0,0,2017,20170601
Kyle Korver,0,3,.000,0,3,.000,0,0,0,0,4,4,1,0,0,0,0,0,-8,CLE,0,0,2017,20170601
Deron Williams,0,4,.000,0,2,.000,0,0,0,0,3,3,1,0,0,2,3,0,-8,CLE,0,0,2017,20170601
Iman Shumpert,2,6,.333,1,3,.333,0,0,0,0,5,5,0,0,0,0,1,5,-7,CLE,0,0,2017,20170601
Richard Jefferson,3,6,.500,0,2,.000,3,4,.750,1,3,4,0,0,0,2,5,9,-7,CLE,0,0,2017,20170601
Dahntay Jones,1,2,.500,1,2,.500,4,4,1.000,0,0,0,0,0,0,0,0,7,-1,CLE,0,0,2017,20170601
Derrick Williams,0,2,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,CLE,0,0,2017,20170601
James Jones,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,-3,CLE,0,0,2017,20170601
Kevin Durant,14,26,0.538,3,6,0.5,7,8,0.875,2,7,9,8,0,0,0,1,38,16.0,GSW,1,1,2017,20170601
Klay Thompson,3,16,0.188,0,5,0.0,0,0,0.0,2,2,4,4,1,0,0,3,6,8.0,GSW,1,1,2017,20170601
Draymond Green,3,12,0.25,1,5,0.2,2,3,0.667,1,10,11,2,2,1,2,4,9,12.0,GSW,1,1,2017,20170601
Stephen Curry,11,22,0.5,6,11,0.545,0,0,0.0,1,5,6,10,3,0,2,3,28,20.0,GSW,1,1,2017,20170601
Zaza Pachulia,4,5,0.8,0,0,0.0,0,1,0.0,2,3,5,0,2,0,0,3,8,5.0,GSW,1,1,2017,20170601
Andre Iguodala,3,4,0.75,1,1,1.0,0,2,0.0,1,2,3,1,2,1,0,3,7,14.0,GSW,1,1,2017,20170601
Ian Clark,1,4,0.25,0,3,0.0,2,2,1.0,0,1,1,0,1,0,0,0,4,6.0,GSW,1,1,2017,20170601
Shaun Livingston,1,5,0.2,0,0,0.0,0,0,0.0,1,1,2,2,1,0,0,1,2,9.0,GSW,1,1,2017,20170601
David West,1,4,0.25,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,3,2,3.0,GSW,1,1,2017,20170601
JaVale McGee,2,3,0.667,0,0,0.0,0,0,0.0,3,1,4,1,0,1,0,1,4,8.0,GSW,1,1,2017,20170601
James Michael McAdoo,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,2,3.0,GSW,1,1,2017,20170601
Patrick McCaw,0,2,0.0,0,1,0.0,0,0,0.0,0,3,3,1,0,0,0,0,0,3.0,GSW,1,1,2017,20170601
Matt Barnes,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,3.0,GSW,1,1,2017,20170601
Andre Roberson,7,10,.700,4,6,.667,0,0,0,2,6,8,1,2,3,2,3,18,-24,OKC,0,0,2017,20170416
Russell Westbrook,6,23,.261,3,11,.273,7,8,.875,2,9,11,7,2,0,9,3,22,-25,OKC,0,0,2017,20170416
Victor Oladipo,1,12,.083,0,6,.000,4,4,1.000,0,3,3,3,1,2,1,3,6,-19,OKC,0,0,2017,20170416
Steven Adams,3,6,.500,0,0,0,0,2,.000,1,4,5,1,1,0,1,1,6,-22,OKC,0,0,2017,20170416
Taj Gibson,2,4,.500,0,0,0,1,2,.500,0,1,1,1,0,0,0,2,5,-6,OKC,0,0,2017,20170416
Jerami Grant,5,9,.556,0,0,0,0,1,.000,1,4,5,1,0,0,1,1,10,-25,OKC,0,0,2017,20170416
Álex Abrines,0,2,.000,0,2,.000,0,0,0,0,1,1,2,0,0,0,1,0,-8,OKC,0,0,2017,20170416
Enes Freedom,3,7,.429,0,0,0,2,2,1.000,1,2,3,1,0,0,1,2,8,-10,OKC,0,0,2017,20170416
Semaj Christon,2,2,1.000,1,1,1.000,0,0,0,0,2,2,2,1,0,0,1,5,-6,OKC,0,0,2017,20170416
Norris Cole,0,2,.000,0,1,.000,0,0,0,0,0,0,0,0,0,0,1,0,-12,OKC,0,0,2017,20170416
Domantas Sabonis,0,2,.000,0,1,.000,4,4,1.000,0,2,2,0,1,0,0,1,4,+1,OKC,0,0,2017,20170416
Doug McDermott,1,2,.500,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,3,+1,OKC,0,0,2017,20170416
Ryan Anderson,1,6,.167,0,4,.000,2,2,1.000,3,9,12,1,0,0,0,3,4,+27,HOU,1,1,2017,20170416
James Harden,13,28,.464,3,11,.273,8,11,.727,1,6,7,9,3,0,2,1,37,+22,HOU,1,1,2017,20170416
Trevor Ariza,2,4,.500,0,1,.000,0,0,0,0,4,4,2,1,0,2,2,4,+17,HOU,1,1,2017,20170416
Patrick Beverley,8,13,.615,4,6,.667,1,2,.500,1,9,10,3,2,0,2,2,21,+18,HOU,1,1,2017,20170416
Clint Capela,7,9,.778,0,0,0,0,1,.000,3,4,7,2,1,2,0,1,14,+27,HOU,1,1,2017,20170416
Eric Gordon,3,8,.375,2,5,.400,0,0,0,1,1,2,2,1,0,2,2,8,+21,HOU,1,1,2017,20170416
Lou Williams,3,11,.273,0,3,.000,5,7,.714,1,3,4,2,0,0,2,2,11,+21,HOU,1,1,2017,20170416
Nenê,7,8,.875,0,0,0,1,1,1.000,3,2,5,0,0,1,0,4,15,+3,HOU,1,1,2017,20170416
Montrezl Harrell,0,0,0,0,0,0,1,2,.500,0,2,2,0,0,0,0,2,1,+1,HOU,1,1,2017,20170416
Bobby Brown,1,3,.333,1,2,.500,0,0,0,0,1,1,0,0,0,0,0,3,-1,HOU,1,1,2017,20170416
Troy Williams,0,1,.000,0,1,.000,0,0,0,1,1,2,0,0,0,1,0,0,-1,HOU,1,1,2017,20170416
John Wall,16,25,.640,1,4,.250,9,10,.900,0,1,1,8,4,2,7,1,42,+19,WAS,0,1,2017,20170428
Markieff Morris,7,14,.500,2,4,.500,1,3,.333,3,5,8,1,1,3,1,2,17,+20,WAS,0,1,2017,20170428
Bradley Beal,11,17,.647,2,3,.667,7,8,.875,2,1,3,3,3,1,3,4,31,+32,WAS,0,1,2017,20170428
Otto Porter Jr.,3,5,.600,2,4,.500,0,0,0,1,7,8,3,2,0,1,4,8,+24,WAS,0,1,2017,20170428
Marcin Gortat,1,4,.250,0,0,0,0,0,0,1,6,7,3,0,0,2,4,2,+7,WAS,0,1,2017,20170428
Bojan Bogdanović,3,6,.500,2,5,.400,2,2,1.000,0,2,2,0,1,1,1,0,10,+8,WAS,0,1,2017,20170428
Kelly Oubre Jr.,1,4,.250,1,2,.500,2,2,1.000,0,1,1,1,5,0,0,3,5,-12,WAS,0,1,2017,20170428
Brandon Jennings,0,2,.000,0,1,.000,0,0,0,0,0,0,2,0,0,1,0,0,-19,WAS,0,1,2017,20170428
Jason Smith,0,1,.000,0,1,.000,0,0,0,1,1,2,0,0,0,0,3,0,+1,WAS,0,1,2017,20170428
Tomáš Satoranský,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,0,1,2017,20170428
Sheldon Mac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,0,1,2017,20170428
Daniel Ochefu,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,WAS,0,1,2017,20170428
