Player,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Tm,Home,Win,season,date
Andrew Bogut,2,2,1.000,0,0,0,0,0,0,2,2,4,3,0,1,2,6,4,-10,GSW,0,1,2016,20151130
Brandon Rush,1,2,.500,1,1,1.000,0,0,0,0,2,2,0,0,0,1,1,3,+3,GSW,0,1,2016,20151130
Andre Iguodala,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,2,0,-3,GSW,0,1,2016,20151130
Festus Ezeli,3,3,1.000,0,0,0,2,2,1.000,1,5,6,0,0,0,0,3,8,+11,GSW,0,1,2016,20151130
Shaun Livingston,3,7,.429,1,1,1.000,2,2,1.000,0,3,3,0,0,0,2,1,9,+1,GSW,0,1,2016,20151130
Leandro Barbosa,1,6,.167,0,3,.000,0,0,0,1,2,3,1,0,0,1,0,2,-8,GSW,0,1,2016,20151130
Ian Clark,4,5,.800,4,5,.800,0,0,0,0,1,1,0,0,1,0,1,12,+2,GSW,0,1,2016,20151130
Marreese Speights,1,1,1.000,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,-7,GSW,0,1,2016,20151130
James Michael McAdoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GSW,0,1,2016,20151130
Gordon Hayward,9,19,.474,2,5,.400,4,4,1.000,0,6,6,4,0,0,1,1,24,+3,UTA,1,0,2016,20151130
Rudy Gobert,4,8,.500,0,0,0,5,8,.625,3,8,11,3,1,1,0,2,13,-5,UTA,1,0,2016,20151130
Rodney Hood,4,12,.333,2,7,.286,2,2,1.000,0,0,0,3,1,0,1,2,12,+4,UTA,1,0,2016,20151130
Derrick Favors,9,15,.600,0,0,0,5,5,1.000,5,5,10,2,2,0,0,3,23,-4,UTA,1,0,2016,20151130
Raul Neto,0,6,.000,0,1,.000,0,0,0,0,1,1,2,0,0,1,1,0,-1,UTA,1,0,2016,20151130
Alec Burks,8,15,.533,2,5,.400,1,1,1.000,0,2,2,2,0,0,3,2,19,-7,UTA,1,0,2016,20151130
Trey Burke,2,6,.333,0,1,.000,0,2,.000,0,0,0,2,2,0,2,2,4,0,UTA,1,0,2016,20151130
Trevor Booker,3,5,.600,0,0,0,0,0,0,2,1,3,0,2,1,0,2,6,+5,UTA,1,0,2016,20151130
Joe Ingles,1,3,.333,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,-10,UTA,1,0,2016,20151130
Trey Lyles,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,UTA,1,0,2016,20151130
Al Horford,5,11,.455,1,3,.333,0,0,0,3,5,8,3,3,0,0,2,11,+1,ATL,0,0,2016,20160121
Paul Millsap,6,12,.500,0,1,.000,2,2,1.000,4,10,14,3,5,4,5,5,14,-16,ATL,0,0,2016,20160121
Kent Bazemore,5,9,.556,1,3,.333,0,1,.000,0,4,4,2,1,0,3,0,11,-9,ATL,0,0,2016,20160121
Kyle Korver,3,11,.273,3,10,.300,0,0,0,0,1,1,3,2,1,1,2,9,-12,ATL,0,0,2016,20160121
Jeff Teague,2,8,.250,0,2,.000,0,0,0,0,2,2,4,1,1,3,2,4,-14,ATL,0,0,2016,20160121
Thabo Sefolosha,3,6,.500,0,2,.000,2,2,1.000,0,2,2,2,1,0,1,1,8,-1,ATL,0,0,2016,20160121
Dennis Schröder,5,14,.357,1,6,.167,1,2,.500,0,2,2,4,1,0,6,2,12,+10,ATL,0,0,2016,20160121
Tim Hardaway Jr.,3,8,.375,0,3,.000,3,4,.750,0,5,5,0,1,0,0,1,9,+17,ATL,0,0,2016,20160121
Tiago Splitter,1,1,1.000,0,0,0,2,4,.500,0,3,3,0,0,1,0,0,4,-6,ATL,0,0,2016,20160121
Mike Scott,2,4,.500,2,3,.667,0,0,0,0,1,1,0,0,2,0,4,6,+15,ATL,0,0,2016,20160121
DeMarcus Cousins,10,25,.400,1,1,1.000,3,4,.750,4,12,16,5,3,2,6,4,24,+10,SAC,1,1,2016,20160121
Omri Casspi,4,10,.400,3,7,.429,2,4,.500,1,4,5,2,5,0,1,3,13,0,SAC,1,1,2016,20160121
Rajon Rondo,5,16,.313,1,4,.250,0,0,0,2,7,9,11,0,1,6,1,11,+13,SAC,1,1,2016,20160121
Ben McLemore,5,14,.357,2,7,.286,2,4,.500,1,2,3,4,2,1,3,1,14,+16,SAC,1,1,2016,20160121
Willie Cauley-Stein,5,8,.625,0,0,0,2,2,1.000,5,6,11,0,2,0,0,1,12,+1,SAC,1,1,2016,20160121
Marco Belinelli,0,7,.000,0,5,.000,4,4,1.000,0,4,4,2,0,0,1,0,4,-3,SAC,1,1,2016,20160121
Darren Collison,1,5,.200,0,0,0,1,2,.500,0,0,0,0,1,0,1,1,3,-14,SAC,1,1,2016,20160121
Kosta Koufos,2,5,.400,0,0,0,2,2,1.000,4,2,6,0,0,0,1,2,6,+2,SAC,1,1,2016,20160121
Quincy Acy,1,2,.500,0,0,0,2,2,1.000,0,1,1,0,0,0,0,1,4,-10,SAC,1,1,2016,20160121
James Anderson,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,SAC,1,1,2016,20160121
Robert Covington,7,12,.583,6,9,.667,8,9,.889,1,6,7,5,8,1,4,4,28,+1,PHI,0,0,2016,20151127
Isaiah Canaan,9,17,.529,4,10,.400,1,3,.333,0,2,2,2,0,1,3,5,23,-9,PHI,0,0,2016,20151127
Jerami Grant,6,13,.462,3,7,.429,3,4,.750,1,2,3,1,1,1,1,3,18,-6,PHI,0,0,2016,20151127
Jahlil Okafor,4,12,.333,0,0,0,3,4,.750,4,2,6,2,1,0,1,2,11,-8,PHI,0,0,2016,20151127
JaKarr Sampson,3,5,.600,0,1,.000,0,0,0,1,1,2,0,0,1,1,1,6,-13,PHI,0,0,2016,20151127
Hollis Thompson,3,8,.375,2,5,.400,2,3,.667,0,4,4,0,2,0,0,5,10,+7,PHI,0,0,2016,20151127
T.J. McConnell,3,4,.750,0,0,0,0,0,0,0,5,5,6,2,0,1,3,6,+10,PHI,0,0,2016,20151127
Phil Pressey,2,6,.333,0,0,0,0,1,.000,0,0,0,5,2,1,1,0,4,-5,PHI,0,0,2016,20151127
Nik Stauskas,1,4,.250,1,3,.333,1,2,.500,0,2,2,3,2,0,0,0,4,+17,PHI,0,0,2016,20151127
Richaun Holmes,2,2,1.000,0,0,0,0,0,0,1,1,2,0,0,0,0,1,4,-4,PHI,0,0,2016,20151127
James Harden,14,28,.500,6,12,.500,16,20,.800,2,7,9,8,0,0,9,2,50,+13,HOU,1,1,2016,20151127
Dwight Howard,4,7,.571,0,0,0,6,8,.750,4,9,13,4,1,0,1,4,14,+1,HOU,1,1,2016,20151127
Trevor Ariza,4,7,.571,2,3,.667,2,2,1.000,1,3,4,1,1,0,2,1,12,+11,HOU,1,1,2016,20151127
Patrick Beverley,2,4,.500,1,1,1.000,0,0,0,0,2,2,4,1,3,1,2,5,-6,HOU,1,1,2016,20151127
Clint Capela,6,13,.462,0,0,0,1,2,.500,2,8,10,0,0,2,2,1,13,+15,HOU,1,1,2016,20151127
Terrence Jones,2,5,.400,1,2,.500,0,0,0,1,7,8,1,0,1,1,3,5,-14,HOU,1,1,2016,20151127
Corey Brewer,1,1,1.000,1,1,1.000,4,5,.800,0,1,1,0,1,0,2,6,7,-9,HOU,1,1,2016,20151127
Ty Lawson,2,3,.667,0,0,0,0,0,0,0,0,0,3,1,0,3,0,4,+8,HOU,1,1,2016,20151127
Marcus Thornton,3,5,.600,0,1,.000,0,0,0,0,2,2,0,0,0,1,1,6,-9,HOU,1,1,2016,20151127
Jason Terry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HOU,1,1,2016,20151127
Damian Lillard,8,21,.381,1,7,.143,1,2,.500,0,5,5,7,0,0,3,2,18,+8,POR,0,1,2016,20151211
CJ McCollum,10,15,.667,5,8,.625,1,1,1.000,0,2,2,4,3,0,1,2,26,+18,POR,0,1,2016,20151211
Al-Farouq Aminu,5,12,.417,2,5,.400,1,1,1.000,3,10,13,1,3,1,2,1,13,+16,POR,0,1,2016,20151211
Mason Plumlee,4,5,.800,0,0,0,0,0,0,1,3,4,4,0,0,2,2,8,+5,POR,0,1,2016,20151211
Noah Vonleh,1,1,1.000,0,0,0,0,0,0,1,4,5,1,0,0,0,1,2,+9,POR,0,1,2016,20151211
Allen Crabbe,8,14,.571,2,6,.333,0,0,0,2,3,5,1,1,1,2,2,18,+3,POR,0,1,2016,20151211
Gerald Henderson,3,10,.300,2,5,.400,0,0,0,1,3,4,2,0,1,0,1,8,-2,POR,0,1,2016,20151211
Ed Davis,4,8,.500,0,0,0,1,3,.333,5,4,9,0,0,0,0,1,9,+5,POR,0,1,2016,20151211
Meyers Leonard,1,8,.125,0,3,.000,0,0,0,1,2,3,2,0,0,2,2,2,-5,POR,0,1,2016,20151211
Maurice Harkless,1,2,.500,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,-7,POR,0,1,2016,20151211
Eric Bledsoe,12,26,.462,4,10,.400,3,5,.600,1,3,4,5,2,1,1,0,31,-8,PHO,1,0,2016,20151211
Brandon Knight,0,12,.000,0,8,.000,1,1,1.000,0,5,5,10,2,0,3,2,1,-17,PHO,1,0,2016,20151211
Jon Leuer,6,8,.750,1,1,1.000,0,0,0,2,6,8,0,1,0,1,2,13,-8,PHO,1,0,2016,20151211
Alex Len,4,10,.400,0,0,0,5,8,.625,4,4,8,1,0,1,0,0,13,-12,PHO,1,0,2016,20151211
P.J. Tucker,1,3,.333,0,1,.000,0,0,0,1,3,4,2,1,1,0,1,2,-15,PHO,1,0,2016,20151211
Mirza Teletović,5,12,.417,4,10,.400,1,2,.500,0,6,6,2,0,0,2,1,15,+6,PHO,1,0,2016,20151211
Devin Booker,3,4,.750,2,2,1.000,0,0,0,0,1,1,1,0,1,0,1,8,0,PHO,1,0,2016,20151211
Ronnie Price,2,3,.667,2,3,.667,0,0,0,0,1,1,0,2,1,2,1,6,+11,PHO,1,0,2016,20151211
T.J. Warren,1,2,.500,0,0,0,1,2,.500,0,1,1,0,0,1,0,0,3,-5,PHO,1,0,2016,20151211
Cory Jefferson,2,3,.667,0,0,0,0,0,0,0,2,2,0,0,1,0,1,4,-2,PHO,1,0,2016,20151211
DeAndre Jordan,4,4,1.000,0,0,0,5,10,.500,3,10,13,1,0,1,1,3,13,+7,LAC,0,1,2016,20151230
Chris Paul,4,13,.308,0,3,.000,11,12,.917,3,2,5,11,1,1,5,2,19,-4,LAC,0,1,2016,20151230
Luc Mbah a Moute,2,3,.667,0,0,0,0,0,0,1,4,5,0,0,0,2,1,4,+2,LAC,0,1,2016,20151230
J.J. Redick,8,14,.571,5,6,.833,5,5,1.000,0,1,1,0,0,0,1,3,26,+7,LAC,0,1,2016,20151230
Paul Pierce,4,9,.444,3,7,.429,2,2,1.000,0,5,5,2,1,1,0,3,13,+5,LAC,0,1,2016,20151230
Jamal Crawford,2,5,.400,2,4,.500,5,5,1.000,0,3,3,3,0,1,1,1,11,+6,LAC,0,1,2016,20151230
Wesley Johnson,1,4,.250,0,3,.000,0,2,.000,1,0,1,2,2,1,0,4,2,-2,LAC,0,1,2016,20151230
Austin Rivers,7,11,.636,4,6,.667,4,4,1.000,0,3,3,2,1,0,0,1,22,0,LAC,0,1,2016,20151230
Pablo Prigioni,2,2,1.000,1,1,1.000,0,0,0,0,0,0,4,0,0,1,3,5,+9,LAC,0,1,2016,20151230
Cole Aldrich,3,6,.500,0,0,0,1,1,1.000,0,3,3,2,2,2,1,4,7,-1,LAC,0,1,2016,20151230
Lance Stephenson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4,LAC,0,1,2016,20151230
Nicolas Batum,6,11,.545,2,4,.500,5,5,1.000,2,6,8,6,1,0,3,3,19,-2,CHO,1,0,2016,20151230
Kemba Walker,9,19,.474,2,5,.400,9,9,1.000,1,2,3,7,2,0,1,3,29,+2,CHO,1,0,2016,20151230
Cody Zeller,4,6,.667,0,0,0,4,4,1.000,4,4,8,1,3,1,1,1,12,-1,CHO,1,0,2016,20151230
Marvin Williams,2,8,.250,1,4,.250,0,0,0,1,4,5,0,0,2,1,1,5,-1,CHO,1,0,2016,20151230
P.J. Hairston,2,9,.222,1,6,.167,0,0,0,1,3,4,1,0,0,0,5,5,-2,CHO,1,0,2016,20151230
Frank Kaminsky,5,15,.333,2,6,.333,8,8,1.000,2,2,4,1,0,0,3,3,20,0,CHO,1,0,2016,20151230
Jeremy Lamb,7,13,.538,1,1,1.000,4,4,1.000,2,3,5,2,0,0,0,6,19,-5,CHO,1,0,2016,20151230
Brian Roberts,2,5,.400,0,3,.000,0,0,0,0,0,0,2,2,0,1,3,4,-3,CHO,1,0,2016,20151230
Tyler Hansbrough,1,1,1.000,0,0,0,2,6,.333,4,1,5,0,0,0,1,1,4,-8,CHO,1,0,2016,20151230
Troy Daniels,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,-5,CHO,1,0,2016,20151230
Anthony Davis,12,18,.667,0,2,.000,12,15,.800,1,10,11,1,2,3,2,4,36,+1,NOP,0,0,2016,20151128
Eric Gordon,1,9,.111,1,3,.333,1,2,.500,0,0,0,1,1,0,2,1,4,-8,NOP,0,0,2016,20151128
Alonzo Gee,4,5,.800,0,1,.000,0,0,0,0,2,2,2,2,0,1,3,8,+8,NOP,0,0,2016,20151128
Jrue Holiday,0,4,.000,0,1,.000,2,2,1.000,0,2,2,2,0,0,4,1,2,-6,NOP,0,0,2016,20151128
Ömer Aşık,0,3,.000,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,-16,NOP,0,0,2016,20151128
Ryan Anderson,1,7,.143,1,4,.250,6,6,1.000,0,2,2,5,1,1,2,2,9,+1,NOP,0,0,2016,20151128
Ish Smith,5,14,.357,0,2,.000,3,5,.600,1,5,6,6,2,0,2,1,13,-12,NOP,0,0,2016,20151128
Dante Cunningham,2,3,.667,1,1,1.000,0,0,0,1,7,8,0,0,0,1,3,5,-23,NOP,0,0,2016,20151128
Toney Douglas,3,4,.750,2,3,.667,0,0,0,1,1,2,2,0,0,1,3,8,-6,NOP,0,0,2016,20151128
Alexis Ajinça,1,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-9,NOP,0,0,2016,20151128
Trevor Booker,5,8,.625,0,0,0,3,3,1.000,4,11,15,3,2,3,2,2,13,+21,UTA,1,1,2016,20151128
Gordon Hayward,6,15,.400,1,3,.333,4,5,.800,0,1,1,2,2,0,3,0,17,+15,UTA,1,1,2016,20151128
Rodney Hood,5,15,.333,2,5,.400,4,4,1.000,1,1,2,4,2,0,1,3,16,+4,UTA,1,1,2016,20151128
Rudy Gobert,3,5,.600,0,0,0,3,5,.600,2,12,14,0,1,4,1,4,9,+12,UTA,1,1,2016,20151128
Raul Neto,2,6,.333,0,1,.000,0,0,0,0,2,2,3,2,0,1,3,4,+2,UTA,1,1,2016,20151128
Alec Burks,9,14,.643,1,2,.500,2,2,1.000,1,4,5,4,0,0,2,3,21,+12,UTA,1,1,2016,20151128
Trey Lyles,2,7,.286,0,1,.000,0,0,0,1,3,4,0,0,1,1,2,4,-9,UTA,1,1,2016,20151128
Trey Burke,3,6,.500,2,3,.667,0,0,0,1,1,2,1,0,0,2,1,8,+2,UTA,1,1,2016,20151128
Joe Ingles,3,4,.750,3,3,1.000,0,0,0,0,1,1,0,0,0,1,4,9,+5,UTA,1,1,2016,20151128
Jeff Withey,0,2,.000,0,0,0,0,2,.000,2,1,3,1,2,1,1,3,0,+6,UTA,1,1,2016,20151128
Chris Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTA,1,1,2016,20151128
Paul Millsap,6,13,.462,0,3,.000,7,10,.700,5,4,9,6,5,0,4,4,19,-11,ATL,0,0,2016,20160103
Kent Bazemore,6,13,.462,4,7,.571,2,2,1.000,0,3,3,3,1,1,1,2,18,-9,ATL,0,0,2016,20160103
Jeff Teague,3,12,.250,0,2,.000,3,3,1.000,0,1,1,3,1,0,2,2,9,-10,ATL,0,0,2016,20160103
Kyle Korver,5,12,.417,2,6,.333,1,1,1.000,1,2,3,3,1,0,1,1,13,-13,ATL,0,0,2016,20160103
Al Horford,5,8,.625,1,3,.333,2,2,1.000,0,3,3,2,0,1,1,1,13,-14,ATL,0,0,2016,20160103
Thabo Sefolosha,2,4,.500,0,1,.000,0,0,0,0,4,4,3,2,0,0,2,4,-1,ATL,0,0,2016,20160103
Shelvin Mack,5,10,.500,0,1,.000,0,0,0,1,0,1,5,1,0,3,1,10,-4,ATL,0,0,2016,20160103
Edy Tavares,2,4,.500,0,0,0,0,2,.000,1,3,4,0,0,3,1,0,4,+3,ATL,0,0,2016,20160103
Mike Scott,2,6,.333,1,2,.500,0,0,0,0,3,3,0,0,0,1,0,5,-6,ATL,0,0,2016,20160103
Lamar Patterson,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,0,1,0,-7,ATL,0,0,2016,20160103
Justin Holiday,1,1,1.000,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,+2,ATL,0,0,2016,20160103
Arron Afflalo,14,17,.824,7,8,.875,3,4,.750,0,2,2,2,0,1,1,2,38,+12,NYK,1,1,2016,20160103
Carmelo Anthony,4,10,.400,0,3,.000,3,4,.750,5,4,9,5,3,0,1,2,11,+4,NYK,1,1,2016,20160103
Kristaps Porziņģis,5,13,.385,2,3,.667,2,2,1.000,2,5,7,0,0,1,2,3,14,+12,NYK,1,1,2016,20160103
Robin Lopez,7,10,.700,0,0,0,2,2,1.000,5,6,11,5,0,3,5,4,16,+9,NYK,1,1,2016,20160103
José Calderón,4,8,.500,1,2,.500,0,0,0,0,3,3,2,2,1,3,0,9,+9,NYK,1,1,2016,20160103
Derrick Williams,3,7,.429,0,2,.000,0,0,0,0,5,5,3,0,0,0,2,6,+13,NYK,1,1,2016,20160103
Langston Galloway,3,7,.429,1,3,.333,0,0,0,0,2,2,0,0,0,0,1,7,+2,NYK,1,1,2016,20160103
Lance Thomas,0,5,.000,0,2,.000,2,2,1.000,0,3,3,1,0,0,1,4,2,+3,NYK,1,1,2016,20160103
Jerian Grant,4,10,.400,0,3,.000,0,0,0,0,3,3,7,2,1,1,0,8,+8,NYK,1,1,2016,20160103
Kyle O'Quinn,0,1,.000,0,0,0,0,0,0,0,1,1,2,1,0,2,1,0,-2,NYK,1,1,2016,20160103
Jared Dudley,5,8,.625,2,5,.400,4,5,.800,0,5,5,4,1,0,1,4,16,+2,WAS,0,1,2016,20160130
John Wall,7,22,.318,1,5,.200,4,5,.800,0,8,8,13,1,2,4,4,19,-5,WAS,0,1,2016,20160130
Garrett Temple,5,14,.357,1,7,.143,0,0,0,0,4,4,4,1,0,0,6,11,+3,WAS,0,1,2016,20160130
Marcin Gortat,4,4,1.000,0,0,0,5,7,.714,5,6,11,2,1,2,2,3,13,-1,WAS,0,1,2016,20160130
Otto Porter Jr.,4,9,.444,1,5,.200,0,0,0,1,2,3,0,0,0,0,0,9,+5,WAS,0,1,2016,20160130
Bradley Beal,4,9,.444,1,5,.200,2,2,1.000,0,3,3,4,0,0,2,2,11,-4,WAS,0,1,2016,20160130
Nenê,4,4,1.000,0,0,0,2,5,.400,0,2,2,2,1,1,1,3,10,+5,WAS,0,1,2016,20160130
Ramon Sessions,5,8,.625,2,2,1.000,5,6,.833,0,3,3,1,1,0,1,3,17,+6,WAS,0,1,2016,20160130
Gary Neal,5,5,1.000,2,2,1.000,0,0,0,0,1,1,0,0,0,0,0,12,-3,WAS,0,1,2016,20160130
Drew Gooden,2,3,.667,1,1,1.000,0,0,0,1,4,5,0,0,0,1,0,5,-1,WAS,0,1,2016,20160130
Kelly Oubre Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,WAS,0,1,2016,20160130
James Harden,12,20,.600,6,9,.667,10,10,1.000,1,6,7,11,4,0,2,5,40,-2,HOU,1,0,2016,20160130
Trevor Ariza,5,11,.455,3,6,.500,4,4,1.000,1,6,7,1,1,0,0,0,17,+5,HOU,1,0,2016,20160130
Patrick Beverley,6,10,.600,3,4,.750,0,0,0,0,3,3,5,2,0,0,4,15,-5,HOU,1,0,2016,20160130
Corey Brewer,2,7,.286,1,3,.333,0,1,.000,0,3,3,2,0,1,1,2,5,-5,HOU,1,0,2016,20160130
Dwight Howard,7,11,.636,0,0,0,6,8,.750,2,5,7,0,0,0,2,2,20,0,HOU,1,0,2016,20160130
Ty Lawson,2,4,.500,1,2,.500,2,2,1.000,0,1,1,1,0,0,0,2,7,+5,HOU,1,0,2016,20160130
Clint Capela,0,3,.000,0,0,0,1,8,.125,2,2,4,0,1,2,2,4,1,-4,HOU,1,0,2016,20160130
Josh Smith,4,9,.444,1,3,.333,0,0,0,3,1,4,3,0,0,2,2,9,+1,HOU,1,0,2016,20160130
Jason Terry,2,7,.286,2,7,.286,0,0,0,1,0,1,1,0,0,1,2,6,+5,HOU,1,0,2016,20160130
Terrence Jones,1,4,.250,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,2,-5,HOU,1,0,2016,20160130
LeBron James,10,21,.476,2,3,.667,5,6,.833,3,8,11,11,1,2,2,4,27,+20,CLE,0,1,2016,20160326
Kevin Love,10,19,.526,4,9,.444,4,6,.667,3,9,12,2,0,0,0,1,28,+13,CLE,0,1,2016,20160326
J.R. Smith,5,11,.455,3,8,.375,0,0,0,1,2,3,2,0,0,1,3,13,+18,CLE,0,1,2016,20160326
Matthew Dellavedova,3,8,.375,3,6,.500,1,1,1.000,0,4,4,2,0,0,2,3,10,+5,CLE,0,1,2016,20160326
Timofey Mozgov,1,4,.250,0,0,0,3,4,.750,2,4,6,0,0,1,1,0,5,+7,CLE,0,1,2016,20160326
Tristan Thompson,0,0,0,0,0,0,6,8,.750,2,5,7,0,0,1,0,4,6,+5,CLE,0,1,2016,20160326
Iman Shumpert,1,3,.333,0,1,.000,0,0,0,0,2,2,1,1,1,1,2,2,-8,CLE,0,1,2016,20160326
Channing Frye,3,7,.429,0,3,.000,0,0,0,2,2,4,1,1,0,1,3,6,+1,CLE,0,1,2016,20160326
Mo Williams,3,6,.500,2,2,1.000,0,0,0,1,1,2,2,1,0,0,1,8,+13,CLE,0,1,2016,20160326
Richard Jefferson,1,3,.333,0,2,.000,0,0,0,1,1,2,0,2,0,1,2,2,-4,CLE,0,1,2016,20160326
Sasha Kaun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,0,1,2016,20160326
Jordan McRae,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,0,1,2016,20160326
Kristaps Porziņģis,7,16,.438,1,5,.200,4,6,.667,3,3,6,3,1,0,2,2,19,-11,NYK,1,0,2016,20160326
Carmelo Anthony,9,24,.375,5,9,.556,5,6,.833,2,7,9,1,2,0,1,5,28,-10,NYK,1,0,2016,20160326
Robin Lopez,4,8,.500,0,0,0,0,0,0,2,4,6,0,0,0,0,3,8,-5,NYK,1,0,2016,20160326
Sasha Vujačić,4,6,.667,1,2,.500,0,0,0,1,4,5,1,0,0,1,1,9,-7,NYK,1,0,2016,20160326
José Calderón,3,6,.500,0,1,.000,0,0,0,1,1,2,7,1,0,0,4,6,-2,NYK,1,0,2016,20160326
Arron Afflalo,2,4,.500,0,1,.000,1,5,.200,0,3,3,1,0,0,0,1,5,-9,NYK,1,0,2016,20160326
Derrick Williams,2,7,.286,0,1,.000,7,9,.778,1,7,8,2,1,0,1,2,11,-5,NYK,1,0,2016,20160326
Langston Galloway,2,5,.400,1,3,.333,0,0,0,0,1,1,4,0,0,1,3,5,+4,NYK,1,0,2016,20160326
Jerian Grant,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,1,0,2,-16,NYK,1,0,2016,20160326
Lou Amundson,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,+2,NYK,1,0,2016,20160326
Kevin Séraphin,0,1,.000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-11,NYK,1,0,2016,20160326
Kyle Anderson,2,4,.500,0,0,0,3,5,.600,0,5,5,1,0,0,0,3,7,+28,SAS,0,1,2016,20151207
Matt Bonner,4,6,.667,1,3,.333,0,0,0,0,1,1,3,0,0,0,0,9,+7,SAS,0,1,2016,20151207
LaMarcus Aldridge,11,15,.733,0,0,0,4,4,1.000,0,9,9,1,0,0,0,2,26,+23,SAS,0,1,2016,20151207
Danny Green,1,3,.333,1,3,.333,0,0,0,0,2,2,1,0,0,1,2,3,+21,SAS,0,1,2016,20151207
Tony Parker,5,8,.625,0,0,0,2,2,1.000,0,4,4,6,0,0,0,0,12,+19,SAS,0,1,2016,20151207
Rasual Butler,3,6,.500,1,2,.500,0,0,0,0,5,5,2,0,1,0,1,7,+30,SAS,0,1,2016,20151207
Ray McCallum,1,2,.500,0,1,.000,4,4,1.000,0,5,5,3,0,0,1,0,6,+23,SAS,0,1,2016,20151207
Jonathon Simmons,4,13,.308,0,0,0,6,8,.750,2,2,4,2,0,0,1,4,14,+25,SAS,0,1,2016,20151207
Boban Marjanović,8,10,.800,0,0,0,2,2,1.000,2,2,4,1,2,0,2,4,18,+9,SAS,0,1,2016,20151207
Boris Diaw,3,3,1.000,1,1,1.000,0,0,0,1,2,3,5,0,0,2,0,7,+32,SAS,0,1,2016,20151207
Patty Mills,2,3,.667,0,1,.000,0,0,0,0,1,1,4,0,0,0,0,4,+17,SAS,0,1,2016,20151207
David West,3,3,1.000,0,0,0,0,0,0,2,2,4,3,2,0,0,1,6,+21,SAS,0,1,2016,20151207
Robert Covington,5,8,.625,2,5,.400,1,2,.500,1,5,6,2,0,0,2,3,13,-22,PHI,1,0,2016,20151207
Isaiah Canaan,0,6,.000,0,5,.000,0,0,0,0,1,1,5,0,0,0,0,0,-22,PHI,1,0,2016,20151207
Nerlens Noel,6,9,.667,0,0,0,1,2,.500,3,3,6,1,2,1,1,4,13,-25,PHI,1,0,2016,20151207
Jerami Grant,2,3,.667,0,1,.000,1,2,.500,1,3,4,1,0,0,1,1,5,-11,PHI,1,0,2016,20151207
T.J. McConnell,1,6,.167,0,2,.000,0,0,0,0,2,2,2,0,0,1,1,2,-13,PHI,1,0,2016,20151207
Jahlil Okafor,3,14,.214,0,0,0,4,6,.667,0,4,4,1,0,0,2,2,10,-27,PHI,1,0,2016,20151207
Nik Stauskas,5,10,.500,1,5,.200,2,2,1.000,0,1,1,0,1,0,1,4,13,-43,PHI,1,0,2016,20151207
Richaun Holmes,1,5,.200,0,1,.000,0,0,0,1,3,4,0,0,0,3,4,2,-25,PHI,1,0,2016,20151207
Hollis Thompson,1,6,.167,1,4,.250,0,0,0,0,1,1,0,0,0,0,1,3,-24,PHI,1,0,2016,20151207
Tony Wroten,0,5,.000,0,1,.000,2,4,.500,0,1,1,2,0,0,1,2,2,-22,PHI,1,0,2016,20151207
JaKarr Sampson,2,3,.667,0,0,0,1,3,.333,0,1,1,0,0,0,1,3,5,-21,PHI,1,0,2016,20151207
Joe Johnson,6,10,0.6,2,2,1.0,0,0,0.0,0,4,4,4,0,0,0,0,14,6.0,BRK,0,0,2016,20160109
Brook Lopez,8,11,0.727,0,0,0.0,3,3,1.0,1,6,7,1,0,3,3,4,19,-3.0,BRK,0,0,2016,20160109
Thaddeus Young,6,14,0.429,0,1,0.0,0,0,0.0,3,6,9,0,1,0,4,3,12,-6.0,BRK,0,0,2016,20160109
Shane Larkin,3,8,0.375,0,0,0.0,2,2,1.0,0,1,1,3,0,0,1,0,8,-19.0,BRK,0,0,2016,20160109
